tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2017-0451,Doha,Hard,,A,20170102,277,103333,6,,Ivo Karlovic,R,208,CRO,37.85,105011,,,Illya Marchenko,R,185,UKR,29.32,7-6(5) 7-6(0),3,R32,95,13,4,73,50,43,13,12,1,1,2,1,69,52,40,10,12,0,0,20,1795,74,705
2017-0451,Doha,Hard,,A,20170102,278,104542,5,,Jo Wilfried Tsonga,R,188,FRA,31.71,105723,,,Andrey Kuznetsov,R,185,RUS,25.86,6-1 4-6 6-2,3,R32,86,9,2,67,37,31,20,13,1,2,5,1,66,41,29,10,12,1,5,12,2550,46,970
2017-0451,Doha,Hard,,A,20170102,279,104460,,,Dustin Brown,R,196,GER,32.07,105487,,,Facundo Bagnis,L,,ARG,26.85,6-1 6-7(2) 6-4,3,R32,105,7,4,86,57,41,18,14,2,2,7,7,91,59,41,15,15,7,11,72,710,56,835
2017-0451,Doha,Hard,,A,20170102,280,106210,,,Jiri Vesely,L,,CZE,23.48,105551,,WC,Anil Yuksel,L,,TUR,26.63,6-2 6-3,3,R32,65,13,2,41,29,27,9,9,0,0,1,1,65,40,25,11,8,6,9,55,848,507,73
2017-0451,Doha,Hard,,A,20170102,281,104607,3,,Tomas Berdych,R,196,CZE,31.29,105561,,Q,Alessandro Giannessi,L,183,ITA,26.60,7-6(1) 6-2,3,R32,86,5,2,54,31,26,18,10,0,0,6,2,71,42,30,14,10,2,4,10,3060,128,475
2017-0451,Doha,Hard,,A,20170102,282,104259,7,,Philipp Kohlschreiber,R,178,GER,33.22,104291,,,Malek Jaziri,R,185,TUN,32.95,6-2 7-6(3),3,R32,102,4,3,73,44,33,14,10,3,4,6,4,79,49,30,13,10,9,12,32,1325,58,814
2017-0451,Doha,Hard,,A,20170102,283,104597,,,Nicolas Almagro,R,183,ESP,31.37,103893,,,Paolo Lorenzi,R,183,ITA,35.05,7-6(2) 4-6 6-3,3,R32,148,13,2,104,55,39,26,16,3,6,5,3,90,57,38,18,15,4,7,44,1013,40,1090
2017-0451,Doha,Hard,,A,20170102,284,105589,,,Gerald Melzer,L,,AUT,26.48,103908,,,Paul Henri Mathieu,R,185,FRA,34.97,6-7(2) 6-3 6-2,3,R32,120,13,3,100,80,53,10,15,7,10,7,4,95,52,42,10,14,6,12,68,728,73,710
2017-0451,Doha,Hard,,A,20170102,285,104918,1,,Andy Murray,R,190,GBR,29.64,104871,,,Jeremy Chardy,R,188,FRA,29.89,6-0 7-6(2),3,R32,81,6,1,55,40,34,8,9,0,1,3,7,66,41,26,7,9,3,7,1,12410,69,725
2017-0451,Doha,Hard,,A,20170102,286,104925,2,,Novak Djokovic,R,188,SRB,29.62,104547,,,Horacio Zeballos,L,188,ARG,31.69,6-3 6-4,3,R16,71,4,1,47,33,29,11,10,0,0,4,2,54,34,22,11,9,0,2,2,11780,71,722
2017-0451,Doha,Hard,,A,20170102,287,103285,,Q,Radek Stepanek,R,185,CZE,38.10,105963,,WC,Arthur De Greef,R,,BEL,24.77,6-3 6-2,3,R16,79,0,2,58,31,23,13,9,4,5,5,4,59,38,21,8,8,5,9,107,558,134,456
2017-0451,Doha,Hard,,A,20170102,288,104269,,,Fernando Verdasco,L,188,ESP,33.13,105676,4,,David Goffin,R,163,BEL,26.07,6-1 7-6(6),3,R16,101,6,2,87,56,39,12,10,12,14,2,0,68,41,25,12,9,3,7,42,1035,11,2750
2017-0451,Doha,Hard,,A,20170102,289,103333,6,,Ivo Karlovic,R,208,CRO,37.85,111575,,,Karen Khachanov,R,,RUS,20.62,7-6(3) 7-6(3),3,R16,89,16,4,73,45,42,17,12,3,3,13,4,70,42,34,19,12,0,0,20,1795,53,863
2017-0451,Doha,Hard,,A,20170102,290,104542,5,,Jo Wilfried Tsonga,R,188,FRA,31.71,104460,,,Dustin Brown,R,196,GER,32.07,6-1 6-3,3,R16,45,12,2,39,26,22,11,8,0,0,1,1,44,29,16,7,8,3,7,12,2550,72,710
2017-0451,Doha,Hard,,A,20170102,291,104607,3,,Tomas Berdych,R,196,CZE,31.29,106210,,,Jiri Vesely,L,,CZE,23.48,7-6(5) 1-6 6-1,3,R16,105,13,3,79,47,39,14,13,2,4,9,2,84,55,36,16,13,0,2,10,3060,55,848
2017-0451,Doha,Hard,,A,20170102,292,104597,,,Nicolas Almagro,R,183,ESP,31.37,104259,7,,Philipp Kohlschreiber,R,178,GER,33.22,7-6(5) 7-6(6),3,R16,105,11,1,78,44,32,21,12,0,2,8,1,80,49,38,15,12,0,2,44,1013,32,1325
2017-0451,Doha,Hard,,A,20170102,293,104918,1,,Andy Murray,R,190,GBR,29.64,105589,,,Gerald Melzer,L,,AUT,26.48,7-6(6) 7-5,3,R16,143,10,0,76,46,36,13,12,3,6,2,3,105,74,45,12,12,10,14,1,12410,68,728
2017-0451,Doha,Hard,,A,20170102,294,104925,2,,Novak Djokovic,R,188,SRB,29.62,103285,,Q,Radek Stepanek,R,185,CZE,38.10,6-3 6-3,3,QF,91,3,3,56,35,26,12,9,3,4,2,5,61,33,25,6,9,2,6,2,11780,107,558
2017-0451,Doha,Hard,,A,20170102,295,104269,,,Fernando Verdasco,L,188,ESP,33.13,103333,6,,Ivo Karlovic,R,208,CRO,37.85,6-2 7-5,3,QF,83,2,1,58,48,34,7,10,1,1,13,4,67,42,31,8,10,9,12,42,1035,20,1795
2017-0451,Doha,Hard,,A,20170102,296,104607,3,,Tomas Berdych,R,196,CZE,31.29,104542,5,,Jo Wilfried Tsonga,R,188,FRA,31.71,7-5 6-3,3,QF,91,9,1,85,51,39,19,11,7,7,6,0,52,32,25,11,10,1,3,10,3060,12,2550
2017-0451,Doha,Hard,,A,20170102,297,104918,1,,Andy Murray,R,190,GBR,29.64,104597,,,Nicolas Almagro,R,183,ESP,31.37,7-6(4) 7-5,3,QF,129,5,3,79,51,34,17,12,3,5,4,4,89,44,30,21,12,9,12,1,12410,44,1013
2017-0451,Doha,Hard,,A,20170102,298,104925,2,,Novak Djokovic,R,188,SRB,29.62,104269,,,Fernando Verdasco,L,188,ESP,33.13,4-6 7-6(7) 6-3,3,SF,142,3,1,93,57,45,15,15,4,7,2,3,101,70,44,16,16,3,7,2,11780,42,1035
2017-0451,Doha,Hard,,A,20170102,299,104918,1,,Andy Murray,R,190,GBR,29.64,104607,3,,Tomas Berdych,R,196,CZE,31.29,6-3 6-4,3,SF,101,10,1,67,42,33,11,10,2,3,2,1,63,34,23,12,9,2,5,1,12410,10,3060
2017-0451,Doha,Hard,,A,20170102,300,104925,2,,Novak Djokovic,R,188,SRB,29.62,104918,1,,Andy Murray,R,190,GBR,29.64,6-3 5-7 6-4,3,F,174,2,3,110,79,54,19,16,5,7,8,4,84,50,39,16,15,1,4,2,11780,1,12410
2017-0301,Auckland,Hard,,A,20170109,271,104291,,,Malek Jaziri,R,185,TUN,32.97,106043,,,Diego Sebastian Schwartzman,R,170,ARG,24.40,7-6(1) 6-3,3,R32,93,3,1,63,35,27,18,10,1,2,0,2,74,45,27,17,11,4,7,56,814,52,867
2017-0301,Auckland,Hard,,A,20170109,272,104229,,,Yen Hsun Lu,R,180,TPE,33.41,111575,,,Karen Khachanov,R,,RUS,20.64,4-6 7-6(5) 7-6(9),3,R32,158,6,5,119,72,59,24,17,9,12,16,3,109,62,51,26,17,3,5,61,774,51,875
2017-0301,Auckland,Hard,,A,20170109,273,105449,7,,Steve Johnson,R,188,USA,27.04,103565,,,Stephane Robert,R,185,FRA,36.65,6-4 6-3,3,R32,85,11,3,60,31,28,13,10,1,2,2,6,69,33,26,12,9,4,7,33,1320,53,854
2017-0301,Auckland,Hard,,A,20170109,275,105992,,Q,Ryan Harrison,R,183,USA,24.68,104198,,,Guillermo Garcia Lopez,R,188,ESP,33.60,6-1 6-2,3,R32,65,9,1,41,30,24,9,8,2,2,2,3,59,38,22,7,7,6,10,89,632,74,700
2017-0301,Auckland,Hard,,A,20170109,276,104871,,,Jeremy Chardy,R,188,FRA,29.91,104677,,WC,Artem Sitak,R,,NZL,30.92,6-4 6-2,3,R32,61,1,1,46,27,21,16,9,0,0,4,2,56,31,23,11,9,3,6,71,705,,
2017-0301,Auckland,Hard,,A,20170109,277,103852,6,,Feliciano Lopez,L,188,ESP,35.30,105030,,WC,Michael Venus,R,,NZL,29.23,3-6 6-4 6-3,3,R32,107,11,4,87,47,41,17,14,6,7,8,3,92,55,40,18,14,5,7,28,1410,1035,10
2017-0301,Auckland,Hard,,A,20170109,278,105311,,,Joao Sousa,R,185,POR,27.78,105077,5,,Albert Ramos,L,188,ESP,28.98,6-1 7-5,3,R32,87,3,3,54,34,27,11,10,2,3,3,3,59,33,20,12,9,5,9,44,1030,26,1435
2017-0301,Auckland,Hard,,A,20170109,279,105454,,Q,Brydan Klein,R,183,AUS,27.03,105487,,,Facundo Bagnis,L,,ARG,26.87,6-1 6-7(6) 7-6(3),3,R32,135,14,3,101,63,54,18,15,2,3,6,9,104,70,47,17,16,3,7,324,148,55,817
2017-0301,Auckland,Hard,,A,20170109,280,104898,,,Robin Haase,R,190,NED,29.76,110686,,Q,Finn Tearney,R,,NZL,26.29,6-4 7-5,3,R32,80,13,3,69,33,26,17,11,6,8,3,3,66,39,23,14,11,4,8,58,795,447,90
2017-0301,Auckland,Hard,,A,20170109,282,104571,8,,Marcos Baghdatis,R,183,CYP,31.56,105173,,,Adrian Mannarino,L,183,FRA,28.53,6-4 6-4,3,R32,96,7,1,68,29,23,21,10,2,3,3,1,65,40,22,15,10,4,7,36,1140,60,781
2017-0301,Auckland,Hard,,A,20170109,283,104460,,WC,Dustin Brown,R,196,GER,32.09,111581,,Q,Michael Mmoh,R,,USA,19.00,7-6(4) 3-6 6-4,3,R32,116,12,3,114,70,47,28,16,10,13,11,2,90,57,44,20,15,5,7,70,718,195,285
2017-0301,Auckland,Hard,,A,20170109,284,106210,,,Jiri Vesely,L,,CZE,23.50,104547,,,Horacio Zeballos,L,188,ARG,31.70,6-4 6-3,3,R32,82,10,6,64,45,34,8,9,5,5,5,2,52,28,18,15,10,2,5,54,848,69,725
2017-0301,Auckland,Hard,,A,20170109,286,104545,2,,John Isner,R,206,USA,31.71,104291,,,Malek Jaziri,R,185,TUN,32.97,6-3 3-6 7-6(6),3,R16,117,22,0,87,68,55,13,15,4,5,15,6,95,54,44,24,15,3,4,19,1850,56,814
2017-0301,Auckland,Hard,,A,20170109,287,105449,7,,Steve Johnson,R,188,USA,27.04,104229,,,Yen Hsun Lu,R,180,TPE,33.41,6-4 7-6(4),3,R16,88,5,4,64,33,31,21,11,0,0,4,2,61,36,30,18,11,0,1,33,1320,61,774
2017-0301,Auckland,Hard,,A,20170109,288,106058,4,,Jack Sock,R,185,USA,24.29,105992,,Q,Ryan Harrison,R,183,USA,24.68,7-6(5) 4-6 6-1,3,R16,125,11,6,105,61,42,25,15,4,7,17,1,87,61,47,8,14,2,6,23,1710,89,632
2017-0301,Auckland,Hard,,A,20170109,289,104871,,,Jeremy Chardy,R,188,FRA,29.91,103852,6,,Feliciano Lopez,L,188,ESP,35.30,W/O,3,R16,,,,,,,,,,,,,,,,,,,,71,705,28,1410
2017-0301,Auckland,Hard,,A,20170109,290,105311,,,Joao Sousa,R,185,POR,27.78,105454,,Q,Brydan Klein,R,183,AUS,27.03,6-3 6-4,3,R16,73,3,3,58,33,25,13,10,0,2,5,6,51,27,19,7,9,1,5,44,1030,324,148
2017-0301,Auckland,Hard,,A,20170109,291,104898,,,Robin Haase,R,190,NED,29.76,103970,3,,David Ferrer,R,175,ESP,34.77,2-6 6-4 7-6(4),3,R16,120,11,2,104,66,48,21,15,6,9,4,2,98,72,52,13,15,5,7,58,795,21,1785
2017-0301,Auckland,Hard,,A,20170109,292,104571,8,,Marcos Baghdatis,R,183,CYP,31.56,104460,,WC,Dustin Brown,R,196,GER,32.09,4-6 7-6(4) 6-4,3,R16,125,12,5,109,62,48,25,16,8,10,6,6,115,72,52,22,16,8,10,36,1140,70,718
2017-0301,Auckland,Hard,,A,20170109,293,106210,,,Jiri Vesely,L,,CZE,23.50,104907,,LL,Jose Rubin Statham,R,183,NZL,29.71,6-7(6) 7-5 6-3,3,R16,143,15,6,105,66,53,26,17,5,5,8,2,90,64,50,16,16,1,3,54,848,434,94
2017-0301,Auckland,Hard,,A,20170109,294,105449,7,,Steve Johnson,R,188,USA,27.04,104545,2,,John Isner,R,206,USA,31.71,6-3 5-7 7-6(3),3,QF,134,12,2,94,60,51,22,17,1,2,19,4,105,78,59,15,16,9,10,33,1320,19,1850
2017-0301,Auckland,Hard,,A,20170109,295,106058,4,,Jack Sock,R,185,USA,24.29,104871,,,Jeremy Chardy,R,188,FRA,29.91,5-7 6-4 6-3,3,QF,129,12,2,87,57,43,18,15,2,4,14,7,131,86,54,23,16,21,25,23,1710,71,705
2017-0301,Auckland,Hard,,A,20170109,296,105311,,,Joao Sousa,R,185,POR,27.78,104898,,,Robin Haase,R,190,NED,29.76,6-3 6-2,3,QF,57,1,0,53,32,26,13,9,2,2,5,2,45,29,19,7,8,3,6,44,1030,58,795
2017-0301,Auckland,Hard,,A,20170109,297,104571,8,,Marcos Baghdatis,R,183,CYP,31.56,106210,,,Jiri Vesely,L,,CZE,23.50,6-2 6-4,3,QF,70,12,1,45,27,24,12,9,0,0,5,1,59,40,23,9,9,4,7,36,1140,54,848
2017-0301,Auckland,Hard,,A,20170109,298,106058,4,,Jack Sock,R,185,USA,24.29,105449,7,,Steve Johnson,R,188,USA,27.04,6-4 6-3,3,SF,70,2,3,57,30,23,16,9,1,1,3,4,52,33,26,9,10,1,4,23,1710,33,1320
2017-0301,Auckland,Hard,,A,20170109,299,105311,,,Joao Sousa,R,185,POR,27.78,104571,8,,Marcos Baghdatis,R,183,CYP,31.56,6-1 7-5,3,SF,72,3,2,59,41,32,11,10,1,1,1,5,48,21,15,13,9,1,4,44,1030,36,1140
2017-0301,Auckland,Hard,,A,20170109,300,106058,4,,Jack Sock,R,185,USA,24.29,105311,,,Joao Sousa,R,185,POR,27.78,6-3 5-7 6-3,3,F,116,13,3,78,54,43,11,15,1,4,10,3,95,60,40,14,15,4,9,23,1710,44,1030
2017-M001,Sydney,Hard,,A,20170109,270,104180,6,,Gilles Muller,L,193,LUX,33.67,104678,3,,Viktor Troicki,R,193,SRB,30.91,6-3 7-6(6),3,SF,,,,,,,,,,,,,,,,,,,,34,1255,29,1385
2017-M001,Sydney,Hard,,A,20170109,271,105554,,,Daniel Evans,R,175,GBR,26.63,105723,,,Andrey Kuznetsov,R,185,RUS,25.88,6-2 3-6 6-3,3,SF,,,,,,,,,,,,,,,,,,,,67,736,48,935
2017-M001,Sydney,Hard,,A,20170109,273,103917,,,Nicolas Mahut,R,190,FRA,34.97,105064,,,Thomaz Bellucci,L,188,BRA,29.03,6-2 7-6(2),3,R32,80,6,2,58,39,31,13,10,2,3,2,3,57,33,20,13,10,2,5,38,1122,62,771
2017-M001,Sydney,Hard,,A,20170109,274,105881,,Q,Matthew Barton,R,,AUS,25.06,106378,,,Kyle Edmund,R,,GBR,22.00,7-6(3) 7-6(5),3,R32,103,17,4,78,48,39,17,12,2,2,11,4,82,45,38,17,12,2,2,198,282,45,989
2017-M001,Sydney,Hard,,A,20170109,275,104180,6,,Gilles Muller,L,193,LUX,33.67,105238,,,Alexandr Dolgopolov,R,180,UKR,28.17,3-6 6-3 7-5,3,R32,127,14,6,96,56,44,20,15,2,3,8,6,100,65,49,17,15,5,7,34,1255,63,760
2017-M001,Sydney,Hard,,A,20170109,277,103893,,,Paolo Lorenzi,R,183,ITA,35.07,104252,,,Florian Mayer,R,190,GER,33.26,7-6(4) 4-6 7-6(5),3,R32,153,9,1,106,55,42,33,17,1,3,11,3,113,59,48,29,17,1,2,41,1090,49,903
2017-M001,Sydney,Hard,,A,20170109,278,111442,,WC,Jordan Thompson,R,,AUS,22.72,105932,,LL,Nikoloz Basilashvili,R,185,RUS,24.88,7-5 6-2,3,R32,82,6,1,53,36,24,11,10,1,3,1,5,59,33,18,9,10,1,6,75,699,94,624
2017-M001,Sydney,Hard,,A,20170109,279,104259,5,,Philipp Kohlschreiber,R,178,GER,33.23,104926,,,Fabio Fognini,R,178,ITA,29.63,6-4 6-4,3,R32,81,5,1,58,38,30,12,10,3,4,2,1,55,27,19,15,10,2,5,32,1325,47,945
2017-M001,Sydney,Hard,,A,20170109,280,105723,,,Andrey Kuznetsov,R,185,RUS,25.88,105373,7,,Martin Klizan,L,190,SVK,27.50,2-6 6-1 3-0 RET,3,R32,72,6,2,48,30,23,9,9,3,5,1,4,56,39,22,8,9,2,6,48,935,35,1230
2017-M001,Sydney,Hard,,A,20170109,281,200282,,WC,Alex De Minaur,R,,AUS,17.89,105332,,,Benoit Paire,R,196,FRA,27.67,6-3 3-6 7-6(1),3,R32,104,2,4,82,48,35,20,15,2,5,10,7,93,56,38,18,15,3,6,333,144,46,960
2017-M001,Sydney,Hard,,A,20170109,282,104999,,,Mischa Zverev,L,190,GER,29.39,104597,,,Nicolas Almagro,R,183,ESP,31.39,6-4 6-2,3,R32,70,12,0,47,35,31,6,9,1,1,7,4,63,26,20,17,9,4,7,50,884,43,1040
2017-M001,Sydney,Hard,,A,20170109,284,104719,8,,Marcel Granollers,R,190,ESP,30.75,105053,,LL,Santiago Giraldo,R,188,COL,29.12,6-7(5) 7-5 6-3,3,R32,156,5,1,105,71,53,22,17,5,6,4,2,106,67,46,19,16,5,8,37,1136,90,632
2017-M001,Sydney,Hard,,A,20170109,285,105554,,,Daniel Evans,R,175,GBR,26.63,106329,,Q,Thiago Monteiro,L,,BRA,22.61,6-3 4-6 6-3,3,R32,102,3,3,80,45,30,19,14,1,5,6,1,79,62,39,6,14,3,9,67,736,83,660
2017-M001,Sydney,Hard,,A,20170109,286,105671,,Q,Gastao Elias,R,178,POR,26.13,106331,,Q,Christopher Oconnell,U,,AUS,22.60,6-7(3) 6-4 6-1,3,R32,145,11,4,114,62,45,29,14,14,15,2,6,100,66,40,17,15,6,11,81,675,238,217
2017-M001,Sydney,Hard,,A,20170109,288,104655,2,,Pablo Cuevas,R,180,URU,31.02,103917,,,Nicolas Mahut,R,190,FRA,34.97,6-4 2-6 6-2,3,R16,107,9,3,76,45,35,14,13,2,4,2,2,79,54,33,14,13,3,6,22,1780,38,1122
2017-M001,Sydney,Hard,,A,20170109,289,104180,6,,Gilles Muller,L,193,LUX,33.67,105881,,Q,Matthew Barton,R,,AUS,25.06,6-1 3-6 6-4,3,R16,102,22,3,64,40,36,15,13,0,1,17,4,96,51,42,15,13,10,13,34,1255,198,282
2017-M001,Sydney,Hard,,A,20170109,290,104678,3,,Viktor Troicki,R,193,SRB,30.91,103893,,,Paolo Lorenzi,R,183,ITA,35.07,6-3 6-4,3,R16,92,12,1,55,33,30,12,10,1,1,3,5,83,49,34,14,9,8,10,29,1385,41,1090
2017-M001,Sydney,Hard,,A,20170109,291,104259,5,,Philipp Kohlschreiber,R,178,GER,33.23,111442,,WC,Jordan Thompson,R,,AUS,22.72,7-5 6-4,3,R16,84,5,1,65,38,30,16,11,3,4,10,0,61,43,30,7,11,0,3,32,1325,75,699
2017-M001,Sydney,Hard,,A,20170109,292,105723,,,Andrey Kuznetsov,R,185,RUS,25.88,200282,,WC,Alex De Minaur,R,,AUS,17.89,6-2 0-0 RET,3,R16,40,2,1,28,13,9,9,4,2,2,0,0,31,20,10,6,4,6,8,48,935,333,144
2017-M001,Sydney,Hard,,A,20170109,293,105807,4,,Pablo Carreno Busta,R,188,ESP,25.50,104999,,,Mischa Zverev,L,190,GER,29.39,3-6 7-6(4) 6-3,3,R16,130,4,6,101,61,45,21,14,5,6,8,3,112,78,54,18,16,9,11,30,1370,50,884
2017-M001,Sydney,Hard,,A,20170109,294,105554,,,Daniel Evans,R,175,GBR,26.63,104719,8,,Marcel Granollers,R,190,ESP,30.75,1-6 6-3 6-3,3,R16,103,5,3,70,42,35,12,12,2,4,3,3,76,51,35,13,13,1,4,67,736,37,1136
2017-M001,Sydney,Hard,,A,20170109,295,106233,1,,Dominic Thiem,R,185,AUT,23.35,105671,,Q,Gastao Elias,R,178,POR,26.13,6-7(5) 6-3 7-5,3,R16,159,5,5,103,60,41,24,17,3,7,6,2,118,65,39,26,16,6,12,8,3415,81,675
2017-M001,Sydney,Hard,,A,20170109,296,104180,6,,Gilles Muller,L,193,LUX,33.67,104655,2,,Pablo Cuevas,R,180,URU,31.02,7-6(5) 6-4,3,QF,96,17,2,72,47,36,13,11,1,2,5,1,73,50,30,17,11,7,9,34,1255,22,1780
2017-M001,Sydney,Hard,,A,20170109,297,104678,3,,Viktor Troicki,R,193,SRB,30.91,104259,5,,Philipp Kohlschreiber,R,178,GER,33.23,W/O,3,QF,,,,,,,,,,,,,,,,,,,,29,1385,32,1325
2017-M001,Sydney,Hard,,A,20170109,298,105723,,,Andrey Kuznetsov,R,185,RUS,25.88,105807,4,,Pablo Carreno Busta,R,188,ESP,25.50,2-6 6-4 6-1,3,QF,105,9,5,79,37,29,22,13,4,6,4,3,78,46,31,17,12,7,10,48,935,30,1370
2017-M001,Sydney,Hard,,A,20170109,299,105554,,,Daniel Evans,R,175,GBR,26.63,106233,1,,Dominic Thiem,R,185,AUT,23.35,3-6 6-4 6-1,3,QF,122,1,0,94,45,31,23,13,5,9,2,4,81,49,29,15,13,3,9,67,736,8,3415
2017-M001,Sydney,Hard,,A,20170109,300,104180,6,,Gilles Muller,L,193,LUX,33.67,105554,,,Daniel Evans,R,175,GBR,26.63,7-6(5) 6-2,3,F,88,,,,,,,,,,,,,,,,,,,34,1255,67,736
2017-580,Australian Open,Hard,,G,20170116,100,104918,1,,Andy Murray,R,190,GBR,29.68,105011,,,Illya Marchenko,R,185,UKR,29.36,7-5 7-6(5) 6-2,5,R128,167,10,4,112,54,45,25,16,2,5,6,6,99,53,35,19,16,2,8,1,12560,95,624
2017-580,Australian Open,Hard,,G,20170116,101,126094,,,Andrey Rublev,R,,RUS,19.24,104229,,,Yen Hsun Lu,R,180,TPE,33.43,4-6 6-3 7-6(0) 6-3,5,R128,170,19,6,142,76,59,33,20,19,22,16,7,117,65,47,25,20,3,7,152,383,60,786
2017-580,Australian Open,Hard,,G,20170116,102,200282,,,Alex De Minaur,R,,AUS,17.91,105589,,,Gerald Melzer,L,,AUT,26.51,5-7 6-3 2-6 7-6(2) 6-1,5,R128,222,12,7,167,96,65,34,24,12,19,4,6,157,105,65,25,24,13,20,301,164,87,648
2017-580,Australian Open,Hard,,G,20170116,103,105023,31,,Sam Querrey,R,198,USA,29.28,111460,,,Quentin Halys,R,,FRA,20.22,6-7(10) 7-6(4) 6-3 6-4,5,R128,165,31,10,133,81,72,23,22,3,6,24,9,151,89,66,33,21,11,16,32,1355,155,379
2017-580,Australian Open,Hard,,G,20170116,104,104545,19,,John Isner,R,206,USA,31.73,104505,,,Konstantin Kravchuk,R,190,RUS,31.90,6-3 6-4 6-7(5) 6-1,5,R128,143,33,6,111,79,67,20,19,2,2,19,4,112,74,59,17,19,6,10,19,1850,88,642
2017-580,Australian Open,Hard,,G,20170116,105,104999,,,Mischa Zverev,L,190,GER,29.40,104198,,,Guillermo Garcia Lopez,R,188,ESP,33.62,6-3 7-6(5) 6-4,5,R128,132,8,2,100,69,50,14,16,5,8,3,4,99,53,35,21,15,5,11,50,894,74,700
2017-580,Australian Open,Hard,,G,20170116,106,104291,,,Malek Jaziri,R,185,TUN,32.99,104424,,,Go Soeda,R,178,JPN,32.36,6-3 6-4 6-3,5,R128,120,7,4,77,35,30,23,14,2,4,5,2,99,53,36,16,14,8,14,56,824,139,431
2017-580,Australian Open,Hard,,G,20170116,107,122330,,,Alexander Bublik,R,,RUS,19.58,106298,16,,Lucas Pouille,R,185,FRA,22.90,6-0 3-6 6-3 6-4,5,R128,103,16,9,95,50,43,19,17,3,6,6,7,95,55,40,14,17,4,11,207,268,16,2131
2017-580,Australian Open,Hard,,G,20170116,108,104607,10,,Tomas Berdych,R,196,CZE,31.33,104563,,,Luca Vanni,R,,ITA,31.62,6-1 RET,5,R128,32,2,2,22,10,8,9,4,1,1,1,2,26,16,8,4,3,1,3,10,3060,157,373
2017-580,Australian Open,Hard,,G,20170116,109,105992,,,Ryan Harrison,R,183,USA,24.70,103917,,,Nicolas Mahut,R,190,FRA,34.99,6-3 6-4 6-2,5,R128,122,8,3,77,49,38,14,14,4,6,1,5,95,56,33,16,13,8,14,82,664,41,1085
2017-580,Australian Open,Hard,,G,20170116,110,111511,,,Noah Rubin,R,,USA,20.90,106216,,,Bjorn Fratangelo,R,,USA,23.50,6-7(4) 7-5 3-6 6-2 6-2,5,R128,188,15,6,160,94,70,31,25,5,10,9,8,174,112,78,21,24,6,14,200,274,113,519
2017-580,Australian Open,Hard,,G,20170116,111,103819,17,,Roger Federer,R,185,SUI,35.44,103781,,,Jurgen Melzer,L,183,AUT,35.66,7-5 3-6 6-2 6-2,5,R128,125,19,1,103,66,51,20,19,1,4,4,1,111,83,47,15,18,2,9,17,1980,300,164
2017-580,Australian Open,Hard,,G,20170116,112,105041,,,Lukas Lacko,R,185,SVK,29.20,105077,26,,Albert Ramos,L,188,ESP,29.00,4-6 7-5 1-6 6-4 6-3,5,R128,200,17,4,140,86,64,30,24,8,12,21,11,151,86,63,32,24,7,11,121,486,26,1435
2017-580,Australian Open,Hard,,G,20170116,113,104534,,,Dudi Sela,R,175,ISR,31.79,104719,,,Marcel Granollers,R,190,ESP,30.77,5-7 6-3 6-2 6-0,5,R128,154,1,3,113,84,54,13,18,4,8,4,2,112,69,38,16,17,8,18,67,731,38,1123
2017-580,Australian Open,Hard,,G,20170116,114,104871,,,Jeremy Chardy,R,188,FRA,29.93,104597,,,Nicolas Almagro,R,183,ESP,31.41,4-0 RET,5,R128,23,3,3,20,13,10,3,2,2,2,1,1,15,6,3,2,2,0,2,72,705,42,1040
2017-580,Australian Open,Hard,,G,20170116,115,105453,5,,Kei Nishikori,R,178,JPN,27.05,105723,,,Andrey Kuznetsov,R,185,RUS,25.90,5-7 6-1 6-4 6-7(6) 6-2,5,R128,214,11,0,158,98,67,34,25,7,12,5,4,142,78,52,27,24,3,12,5,5010,45,1015
2017-580,Australian Open,Hard,,G,20170116,116,104527,4,,Stanislas Wawrinka,R,183,SUI,31.81,105373,,,Martin Klizan,L,190,SVK,27.52,4-6 6-4 7-5 4-6 6-4,5,R128,204,21,6,160,102,78,27,26,11,16,7,2,157,120,77,24,26,10,16,4,5155,34,1230
2017-580,Australian Open,Hard,,G,20170116,117,105449,,,Steve Johnson,R,188,USA,27.06,105643,,,Federico Delbonis,L,190,ARG,26.28,6-3 6-4 6-4,5,R128,120,17,1,79,43,40,23,15,2,2,2,5,85,49,37,15,14,3,6,30,1390,44,1030
2017-580,Australian Open,Hard,,G,20170116,118,103893,,,Paolo Lorenzi,R,183,ITA,35.09,105902,,,James Duckworth,R,183,AUS,24.99,6-4 7-6(4) 6-7(4) 6-4,5,R128,195,10,5,141,81,64,30,22,7,9,8,7,142,71,56,35,22,3,7,43,1033,107,557
